dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,label
-5.3983509133104235e-05,5.920843250351027e-06,-7.493925659218803e-05,-5.62290551897604e-05,1.194577089336235e-05,4.969603105564602e-05,0.00013839259918313473,-3.3622694900259376e-05,0.00011511494813021272,-3.6707766412291676e-05,-6.866225885460153e-05,-3.34788637701422e-05,5.6711112847551703e-05,-0.00015006703324615955,-3.132921119686216e-05,7.758502761134878e-06,2.928798676293809e-05,4.976700438419357e-05,-0.00010091208969242871,2.066344313789159e-05,0.0
6.505062629003078e-05,-4.4186417653691024e-05,-0.00010941026266664267,-1.527280437585432e-05,-4.927669215248898e-05,-1.7021047824528068e-05,4.66564015368931e-05,-4.46360936621204e-05,-3.437565828789957e-05,6.076990030123852e-05,-7.693449879297987e-05,-1.088835961127188e-05,-5.047321246820502e-05,-4.263851951691322e-05,-1.0029907571151853e-07,1.9345126929692924e-05,-7.566436397610232e-05,-9.735742878547171e-07,4.635664663510397e-05,1.612280357221607e-05,9.0
8.901621185941622e-05,-2.565604700066615e-05,-0.000133576788357459,-5.825737753184512e-05,-8.092630741884932e-05,-2.7939899155171588e-05,0.00015281910600606352,-4.4849770347354934e-05,-5.153289748704992e-05,9.137052984442562e-05,-8.718971366761252e-05,9.134844731306657e-06,-6.683776155114174e-05,-7.23183766240254e-05,2.428183506708592e-06,-2.8235554054845124e-06,-0.00010571458551567048,-1.7480509995948523e-05,9.44110652199015e-05,4.335382618592121e-05,9.0
1.754902768880129e-05,-1.2935648555867374e-05,-5.999890709063038e-05,4.557956708595157e-05,6.005567774991505e-05,0.00016221351688727736,-7.70549158914946e-05,-1.7642343664192595e-05,-9.963278716895729e-05,2.173550456063822e-06,-1.91374565474689e-05,5.579020125878742e-06,2.7223328288528137e-05,-4.6279634261736646e-05,4.8907852033153176e-05,0.00010726065374910831,-2.81896282103844e-05,3.20356703014113e-05,-5.00860478496179e-05,5.014538692194037e-05,5.0
1.4244200428947806e-05,-1.5736455679871142e-05,-5.3556272177957e-05,4.151804023422301e-05,6.0319271142361686e-05,0.0001667624746914953,-7.401239417959005e-05,-2.216772918472998e-05,-9.56472649704665e-05,5.7496363297104836e-06,-1.3975921319797635e-05,2.51700657827314e-06,1.869861443992704e-05,-5.975240856059827e-05,4.806099605048075e-05,0.00010592243052087724,-2.1060259314253926e-05,3.4942044294439256e-05,-5.180798325454816e-05,5.398947178036906e-05,5.0
7.522612577304244e-05,-3.323351847939193e-05,-0.00012045951734762639,-5.7006673159776255e-05,-6.935614510439336e-05,-3.388398909009993e-06,0.00011717250163201243,-4.427564999787137e-05,-4.3197593186050653e-05,7.751298835501075e-05,-7.044379890430719e-05,-6.36719778412953e-06,-5.3370855312095955e-05,-6.159603071864694e-05,6.01613282924518e-06,1.322356183663942e-05,-0.00010059405758511275,-1.5746856661280617e-05,8.511616033501923e-05,4.034740413771942e-05,9.0
-2.754619526967872e-05,-2.946828317362815e-05,-5.576363400905393e-05,0.00015967174840625376,4.918283229926601e-05,-9.650384527049027e-07,-0.00016010983381420374,-1.27143575809896e-05,-5.4230175010161474e-05,2.06675522349542e-05,-0.00015125551726669073,-1.470745792175876e-05,-3.5350978578208014e-05,2.061991108348593e-05,-3.101964830420911e-05,-1.2940836313646287e-06,-8.455142960883677e-05,0.0001232173526659608,-7.120006193872541e-05,-8.040523243835196e-05,1.0
7.330441439989954e-05,-0.00010197659867117181,-0.00010111718438565731,-4.789170634467155e-05,-1.7354408555547707e-05,-2.1605075744446367e-05,5.715092993341386e-05,-5.722456990042701e-06,-3.887240382027812e-05,6.948458758415654e-05,-4.285793693270534e-05,-6.168030813569203e-05,-1.7687660147203133e-05,-9.18356454349123e-05,3.8315698475344107e-05,-1.4964316505938768e-06,-4.095520489499904e-05,3.3623007766436785e-05,4.87376019009389e-05,2.2919330149306916e-05,9.0
5.420373781817034e-06,-6.463038153015077e-05,-3.597654722398147e-05,7.821388862794265e-05,-3.334720167913474e-05,8.327898831339553e-05,9.096958092413843e-05,-2.341331673960667e-05,1.0342493624193594e-05,6.253886385820806e-05,-1.1940335753024556e-05,8.987223554868251e-05,2.844115260813851e-05,-0.00010288128396496177,-3.004515019711107e-05,2.3796010282239877e-05,1.071914994099643e-06,1.3175008461985271e-05,4.586401701089926e-05,-1.3813862096867524e-05,10.0
3.3270916901528835e-05,-0.00011308355897199363,-6.561953341588378e-05,-1.5866819012444466e-05,-8.826238627079874e-06,-1.2742057151626796e-05,-2.828647666319739e-05,1.7842703528003767e-06,-1.6022582713048905e-05,4.550144512904808e-05,1.9484774384181947e-05,-0.00012818348477594554,3.706114148371853e-05,-0.00010621429100865498,5.188849536352791e-05,1.2281997442187276e-05,2.5023124180734158e-05,6.320072861853987e-05,1.7917784134624526e-05,6.498839866253547e-06,2.0
1.7896032659336925e-05,-5.336340109352022e-06,-5.759797204518691e-05,4.4146188884042203e-05,6.0093821957707405e-05,0.0001568365260027349,-7.599591481266543e-05,-2.8454087441787124e-05,-9.112842963077128e-05,4.095389158464968e-06,-1.9264316506450996e-05,3.547918822732754e-06,2.2510570488520898e-05,-4.54477958555799e-05,4.599316162057221e-05,0.00010965610999846831,-2.6837462428375147e-05,3.1114526791498065e-05,-4.70920313091483e-05,4.2924406443489715e-05,5.0
-1.8388462194707245e-05,-2.477427369740326e-05,-4.411388363223523e-05,0.00014059834938962013,2.577846680651419e-05,-9.025121471495368e-06,-0.00010834036220330745,-1.7942857084563002e-05,-6.47966589895077e-05,2.8757725885952823e-05,-0.00013381200551521033,-4.468445695238188e-06,-2.6094221539096907e-05,7.672191713936627e-06,-4.138791700825095e-05,-1.034442084346665e-05,-7.092369196470827e-05,0.00010611486504785717,-4.7396366426255554e-05,-7.843605999369174e-05,1.0
1.2430748029146343e-05,-1.0041698260465637e-05,-5.5835855164332315e-05,4.5294702431419864e-05,6.197388574946672e-05,0.000164937722729519,-7.402135815937072e-05,-2.2147440176922828e-05,-0.00010096753248944879,6.29108035354875e-06,-2.4213455617427826e-05,3.508013378450414e-06,1.8152390111936256e-05,-4.790947423316538e-05,5.981625145068392e-05,0.00011298563913442194,-2.9314976927707903e-05,2.9508380976039916e-05,-5.402440729085356e-05,5.671121834893711e-05,5.0
1.4553690562024713e-05,-1.5304969565477222e-05,-5.909095489187166e-05,5.1161990995751694e-05,7.084084791131318e-05,0.00016453993157483637,-8.082459680736065e-05,-2.524366573197767e-05,-9.446796320844442e-05,2.8178001230116934e-06,-2.0344668882898986e-05,-7.2382908911095e-07,2.2195798010216095e-05,-5.707716627512127e-05,5.417922875494696e-05,0.00011299901234451681,-3.0700954084750265e-05,3.0019160476513207e-05,-5.0339171139057726e-05,4.7482662921538576e-05,5.0
3.889050640282221e-05,-0.00010812592518050224,-6.605475209653378e-05,-1.9733472072402947e-05,2.0519439203781076e-05,8.82873428054154e-06,-5.126121322973631e-06,5.0829876272473484e-06,-3.382144495844841e-05,5.3615494834957644e-05,9.543378837406635e-06,-8.591912046540529e-05,3.836572795989923e-05,-8.590499055571854e-05,3.410736462683417e-05,1.2161006452515721e-05,1.9944427549489774e-06,6.505138298962265e-05,1.928996243805159e-05,7.14461384632159e-06,2.0
-5.119733032188378e-05,-1.052418247127207e-05,-5.663121919496916e-05,-2.618184225866571e-06,4.639848157239612e-06,6.616414611926302e-05,7.942612137412652e-05,-1.5454032109118998e-05,6.838659464847296e-05,-1.1917538358829916e-05,-4.787971556652337e-05,-6.033772478986066e-06,5.069117833045311e-05,-0.00011865048145409673,-4.5956439862493426e-06,2.5013931008288637e-05,1.8350716345594265e-05,4.41953816334717e-05,-6.913385004736483e-05,1.7618485799175687e-05,0.0
5.190314550418407e-05,-0.00012351507029961795,-8.815748878987506e-05,-3.522421684465371e-05,2.1816960725118406e-05,-1.7628568457439542e-05,-3.8551093894056976e-05,6.673417374258861e-06,-3.1248262530425563e-05,5.266961670713499e-05,1.790651003830135e-05,-0.00013924854283686727,4.031613570987247e-05,-8.949803304858506e-05,6.667936395388097e-05,5.827017957926728e-06,1.740309744491242e-05,7.203960558399558e-05,1.156763028120622e-05,1.4774041119380854e-05,2.0
6.280283560045063e-05,-0.00011367090337444097,-8.56759215821512e-05,-4.905500099994242e-05,1.2051253179379273e-05,-2.39168821281055e-05,4.0269333112519234e-06,-4.752215318148956e-06,-3.3592299587326124e-05,6.48245622869581e-05,6.7798846430378035e-06,-0.0001284876198042184,9.797829989111051e-06,-0.00010277271212544292,5.8575882576406e-05,6.606080205528997e-06,5.139159839018248e-06,5.75417434447445e-05,4.131181776756421e-05,2.087712891807314e-05,2.0
-9.799046529224142e-05,8.502218406647444e-05,0.00010259294504066929,9.82463316177018e-05,-7.215887308120728e-05,0.0001714774698484689,-8.198613068088889e-05,1.927195262396708e-05,1.2964541383553296e-05,-4.1981253161793575e-05,-7.039809133857489e-05,7.130143785616383e-05,4.9320075049763545e-05,-5.0907117838505656e-05,7.044814992696047e-05,0.0001417547173332423,3.8085927371867e-06,2.7675985620589927e-05,2.959077392006293e-07,1.601682379259728e-05,4.0
-6.393441435648128e-05,1.768637594068423e-05,-7.330228254431859e-05,-4.723707752418704e-05,1.1770161108870525e-05,6.315635982900858e-05,0.00013830632087774575,-3.780607949011028e-05,0.00011252278636675328,-2.9829338018316776e-05,-6.180241325637326e-05,-1.606865225767251e-05,5.268471795716323e-05,-0.0001454358862247318,-2.8988397389184684e-05,1.8224793166154996e-05,2.541475259931758e-05,5.019828677177429e-05,-9.003552258946002e-05,1.8138180166715756e-05,0.0
-6.61298181512393e-05,1.3735352695221081e-06,-6.76565759931691e-05,-4.216497472953051e-05,5.969962785457028e-06,5.585735561908223e-05,0.00013542419765144587,-3.4529624826973304e-05,0.00010953716991934925,-4.1246959881391376e-05,-7.58744208724238e-05,-1.8334296328248456e-05,5.917628004681319e-05,-0.0001437766186427325,-3.7113670259714127e-05,3.938410372938961e-06,3.205525717930868e-05,4.964816616848111e-05,-0.00010020618356065825,1.3870250768377446e-05,0.0
-5.744175723521039e-05,1.4896695574861951e-05,-8.066771988524124e-05,-5.1780985813820735e-05,7.523052317992551e-06,5.119444540468976e-05,0.00014874883345328271,-3.399718480068259e-05,0.00012599641922861338,-3.281958925072104e-05,-6.249845318961889e-05,-1.5561603504465893e-05,6.104733620304614e-05,-0.00014539275434799492,-3.4579308703541756e-05,1.3051885616732761e-05,2.51804285653634e-05,4.497675763559528e-05,-0.00010085743997478858,2.3232674720929936e-05,0.0
8.850308950059116e-05,-3.61906859325245e-05,-0.00012973041157238185,-7.066804391797632e-05,-7.198481034720317e-05,-3.572316200006753e-05,0.00014129529881756753,-4.8078607505885884e-05,-4.1350747778778896e-05,9.477706043981016e-05,-9.464751929044724e-05,-2.4951714294729754e-05,-7.422389899147674e-05,-6.770124309696257e-05,2.124043385265395e-05,2.2665590222459286e-06,-0.00010090422438224778,-2.6374291337560862e-05,8.816508488962427e-05,3.857823685393669e-05,9.0
7.489400013582781e-05,-7.878764881752431e-05,-0.00010981163359247148,-5.033131310483441e-05,-2.2586071281693876e-05,-3.9675505831837654e-05,3.2505427952855825e-05,-2.0907593352603726e-05,-3.956160071538761e-05,7.760022708680481e-05,-4.3169922719243914e-05,-9.832326759351417e-05,-1.848869214882143e-05,-7.674406515434384e-05,3.787055175052956e-05,1.085474286810495e-05,-4.667010944103822e-05,2.522294562368188e-05,5.211761890677735e-05,2.8689124519587494e-05,9.0
-8.668494410812855e-05,1.2794818758266047e-05,-1.3139884686097503e-05,2.463434611854609e-05,-7.498181366827339e-05,7.704525341978297e-05,-5.455969221657142e-05,4.0230079321190715e-05,2.9933100449852645e-05,-0.00010721951548475772,-0.00013510961434803903,-1.2121563486289233e-05,3.284170088591054e-05,-0.00010899678454734385,7.358710718108341e-05,0.00015389018517453223,-7.042859942885116e-05,2.4608010789961554e-05,-2.2152769815875217e-05,-1.2210966815473512e-05,11.0
2.086735185002908e-05,-4.33777786383871e-05,-7.53978019929491e-05,8.737616735743359e-05,-3.9324913814198226e-06,-3.718391963047907e-05,-6.825166929047555e-05,-2.3919343220768496e-05,-4.0671773604117334e-05,5.941191557212733e-05,-0.0001095800253096968,-2.9968870876473375e-05,-3.923579788533971e-05,-2.732597931753844e-05,-1.6115674952743575e-05,1.8868208826461341e-06,-6.28503184998408e-05,7.854333671275526e-05,3.518003723002039e-06,-3.1944124202709645e-05,1.0
4.559943045023829e-05,-9.809165931073949e-05,-7.353848195634782e-05,-1.086530573957134e-05,1.7527994714328088e-05,-1.8552025721874088e-05,-7.3298597271787e-06,-2.3565953597426414e-05,-2.947751636384055e-05,3.432843368500471e-05,-2.2527809051098302e-05,-9.889337525237352e-05,2.2115335013950244e-05,-6.982959166634828e-05,7.3835581133607775e-06,-7.53949279896915e-06,-3.2750267564551905e-06,6.960828613955528e-05,8.615195838501677e-06,-2.788539495668374e-05,2.0
1.7803089576773345e-05,-1.701623114058748e-05,-5.112727012601681e-05,4.571105455397628e-05,6.594708247575909e-05,0.00016980789951048791,-8.032062032725662e-05,-1.5861469364608638e-05,-8.848821744322777e-05,4.8921938287094235e-06,-1.9853941921610385e-05,-5.1229526434326544e-06,2.5054721845663153e-05,-5.3772295359522104e-05,5.387095006881282e-05,0.00010855510481633246,-2.509292789909523e-05,3.2502688554814085e-05,-5.161863737157546e-05,5.0219900003867224e-05,5.0
-1.4003098840476014e-05,-9.904614125844091e-05,-3.543402999639511e-05,3.3246251405216753e-05,4.08320147471386e-06,1.5318637451855466e-05,2.7411926566855982e-05,-4.867650204687379e-06,8.827653800835833e-06,4.370497117633931e-05,7.65693221183028e-06,-3.75577019440243e-06,6.368815229507163e-05,-0.00010761310113593936,1.6916746972128749e-06,8.685596185387112e-06,2.3720360331935808e-05,5.6613815104356036e-05,1.998727020691149e-05,-2.0492585463216528e-05,2.0
8.941222040448338e-05,-3.041357376787346e-05,-0.0001366903743473813,-5.761009379057214e-05,-6.692291935905814e-05,-2.473795393598266e-05,0.0001305348996538669,-3.273416223237291e-05,-5.087399767944589e-05,9.177129686577246e-05,-8.981388236861676e-05,-7.795963028911501e-06,-6.938138540135697e-05,-5.3436953749042004e-05,-9.269671863876283e-06,-1.7084676073864102e-07,-0.00011105833982583135,-1.9186227291356772e-05,8.214254194172099e-05,4.9159410991705954e-05,9.0
4.457531395019032e-05,-0.00011643300240393728,-9.319508535554633e-05,-5.572017835220322e-05,2.1114687115186825e-05,-6.39352947473526e-06,-6.0482852859422565e-06,3.547065716702491e-06,-3.3604083000682294e-05,4.984327097190544e-05,1.1402160453144461e-05,-0.00014087067393120378,3.7471469113370404e-05,-9.535760909784585e-05,6.038698847987689e-05,1.1746777090593241e-05,1.502246959717013e-06,6.466246850322932e-05,3.8514881453011185e-05,1.4201605154084973e-05,2.0
-5.7798781199380755e-05,1.1285317668807693e-05,-7.916061440482736e-05,-5.314792360877618e-05,4.624181201506872e-06,5.187688657315448e-05,0.0001411505218129605,-3.957840090151876e-05,0.00010964936518575996,-3.159401603625156e-05,-6.135506555438042e-05,-2.7199021133128554e-05,5.8985348005080596e-05,-0.0001433677680324763,-3.8236605178099126e-05,1.813439666875638e-05,3.033870416402351e-05,5.15217543579638e-05,-0.00010146596468985081,1.7890086382976733e-05,0.0
-8.415780757786706e-05,4.590164462570101e-05,-4.121447273064405e-05,3.014752292074263e-05,-7.100947550497949e-05,6.01335232204292e-05,-2.795953696477227e-05,-3.310649117338471e-05,2.2036441805539653e-05,-3.211759030818939e-05,-7.389421807602048e-05,3.780139013542794e-05,3.840311910607852e-05,-2.5915211153915152e-05,-4.4593947677640244e-05,6.638815102633089e-05,-1.2172713468316942e-05,1.5699897630838677e-06,-1.6202586266444996e-05,-2.296104867127724e-05,6.0
-5.121879803482443e-05,1.5860056009842083e-05,-7.92294304119423e-05,-5.5312430049525574e-05,9.739134839037433e-06,5.2184012020006776e-05,0.00012513634283095598,-2.9292976250872016e-05,0.00010064612433779985,-2.3111735572456382e-05,-5.054176290286705e-05,-3.1990308343665674e-05,5.492956915986724e-05,-0.00014407592243514955,-2.6852696464629844e-05,1.2617707398021594e-05,2.268830212415196e-05,4.336256824899465e-05,-7.80349801061675e-05,2.7222573407925665e-05,0.0
8.67458147695288e-05,-4.643539068638347e-05,-0.00011979209375567734,-5.669047823175788e-05,-6.12012081546709e-05,-4.476524190977216e-05,0.00011622013698797673,-3.428319905651733e-05,-4.8184869228862226e-05,8.833458559820428e-05,-7.576205825898796e-05,-3.886805643560365e-05,-6.256219057831913e-05,-5.891775799682364e-05,2.7254387532593682e-05,-3.0969749786891043e-06,-0.00010099075734615326,-1.2730391972581856e-05,9.043735190061852e-05,4.051670111948624e-05,9.0
1.6146848793141544e-05,-1.8478316633263603e-05,-5.815120675833896e-05,5.0593131163623184e-05,6.153270078357309e-05,0.00015946850180625916,-8.595023246016353e-05,-1.9394394257687964e-05,-9.258146747015417e-05,4.847468517255038e-06,-2.105555176967755e-05,-4.557336978905369e-06,1.583133234817069e-05,-4.9523183406563476e-05,5.448646334116347e-05,0.000105406237707939,-2.818048778863158e-05,3.0665516533190385e-05,-4.797285873792134e-05,4.500498835113831e-05,5.0
8.481812983518466e-05,-4.7361590986838564e-05,-0.00013945830869488418,-7.525116961915046e-05,-4.887887553195469e-05,-3.289120286353864e-05,0.00010320727596990764,-2.8637425202759914e-05,-4.8919173423200846e-05,8.896190411178395e-05,-5.0288108468521386e-05,-6.430892972275615e-05,-4.070811337442137e-05,-8.54990430525504e-05,3.9231374103110284e-05,2.808854333125055e-06,-8.341979992110282e-05,-1.0627625670167617e-05,9.320771641796455e-05,4.088859350304119e-05,9.0
-5.16485670232214e-05,3.757617378141731e-05,-5.517480167327449e-05,1.164736386272125e-05,-3.7823851926077623e-06,0.00010231319174636155,-0.00011267347144894302,5.358380440156907e-05,1.6118003259180114e-05,-3.0327970307553187e-05,-0.00010908074909821153,-5.492476702784188e-05,-1.493423587817233e-05,-0.0001603190612513572,9.546586079522967e-05,0.0001669271441642195,-3.9107970223994926e-05,5.790131399407983e-05,1.6346208212780766e-05,4.305897527956404e-05,7.0
-9.397653775522485e-05,-4.792829713551328e-06,-2.1847770767635666e-05,1.4223525795387104e-05,-8.330721902893856e-05,8.709499525139108e-05,-4.274140883353539e-05,4.788168735103682e-05,2.413894617347978e-05,-0.00010397471487522125,-0.00012804570724256337,-1.2681779480772093e-05,3.37693709298037e-05,-0.00010115447366843,5.040506584919058e-05,0.0001429022231604904,-6.290445890044793e-05,1.1490217730170116e-05,-2.331094947294332e-05,-8.999959391076118e-06,11.0
-1.929192694660742e-05,-2.087032589770388e-05,-5.7205877965316176e-05,0.00016038745525293052,3.447877679718658e-05,-9.992140803660732e-06,-0.0001436235470464453,-2.368266723351553e-05,-5.754396988777444e-05,2.749105988186784e-05,-0.00015343686391133815,9.947698345058598e-06,-3.205576285836287e-05,1.5100515156518668e-05,-3.2307187211699784e-05,-7.6078722486272454e-06,-8.537667599739507e-05,0.00010547426791163161,-5.8848774642683566e-05,-7.677257235627621e-05,1.0
1.157855149358511e-05,-1.0210038453806192e-05,-5.5738710216246545e-05,5.227608562563546e-05,6.392765499185771e-05,0.0001564185949973762,-8.148299821186811e-05,-2.1224957890808582e-05,-8.930123294703662e-05,4.9211121222469956e-06,-1.804692146833986e-05,2.055345703411149e-06,1.9003189663635567e-05,-4.656043165596202e-05,4.848825483350083e-05,0.00010890443081734702,-3.352480416651815e-05,3.433341044001281e-05,-4.793037805939093e-05,4.578150765155442e-05,5.0
9.10040907911025e-05,-3.282599209342152e-05,-0.00013977906201034784,-6.236889021238312e-05,-7.7768178016413e-05,-2.818089706124738e-05,0.00014844372344668955,-4.891824573860504e-05,-4.728946078103036e-05,9.208897245116532e-05,-9.522239270154387e-05,-8.326156603288837e-06,-7.712578371865675e-05,-6.0452191974036396e-05,7.331786036957055e-06,-9.167622920358554e-06,-0.00010871452104765922,-3.1456311262445524e-05,9.6802061307244e-05,3.3272157452302054e-05,9.0
6.393231160473078e-05,-6.146447412902489e-05,-0.0001225592422997579,-3.9850630855653435e-05,-2.618356120365206e-05,-1.3020158803556114e-05,0.00010104887769557536,-2.93134871753864e-05,-4.084223837708123e-05,7.071181607898325e-05,-3.925643250113353e-05,-3.0236989914556034e-05,-2.951790338556748e-05,-8.021442044992e-05,1.0543852113187313e-05,-7.291590009117499e-06,-5.335806781658903e-05,-3.92662150261458e-06,6.0552978538908064e-05,4.2234649299643934e-05,9.0
8.737730968277901e-05,-0.0001252167858183384,-9.009524364955723e-05,-5.10010686411988e-05,-4.55393637821544e-06,-1.3059860066277906e-05,8.977945981314406e-06,-6.261485395953059e-06,-5.0431524869054556e-05,5.715625957236625e-05,-1.2119013263145462e-05,-0.0001305461919400841,3.571381967049092e-06,-0.00011485480354167521,4.593813719111495e-05,5.8903315220959485e-06,-1.354854157398222e-05,4.608404924510978e-05,5.5662356317043304e-05,2.71258923021378e-05,2.0
-5.6063370720949024e-05,1.7406595361535437e-05,-7.910353451734409e-05,-4.989025183022022e-05,7.164131147874286e-06,5.3406882216222584e-05,0.0001413209392921999,-3.056421337532811e-05,0.00011589362839004025,-2.867455259547569e-05,-6.249980651773512e-05,-1.9684497601701878e-05,6.178413605084643e-05,-0.00014869804726913571,-3.188929986208677e-05,1.7728274542605504e-05,1.8046768673229963e-05,3.5171811759937555e-05,-8.704928040970117e-05,2.9934266422060318e-05,0.0
1.2321506801526994e-05,-7.975828339112923e-06,-4.7598099627066404e-05,4.895327947451733e-05,6.027591007295996e-05,0.00016963292728178203,-7.947187987156212e-05,-1.7822956579038873e-05,-9.080180461751297e-05,7.190174073912203e-07,-1.3210479664849117e-05,7.674857442907523e-06,2.5739953343872912e-05,-6.117363227531314e-05,4.76367786177434e-05,0.00011129918857477605,-2.4773218683549203e-05,2.6047055143862963e-05,-5.079393304185942e-05,5.137473635841161e-05,5.0
8.566086762584746e-06,-1.586500002304092e-05,-5.588886051555164e-05,4.691669892054051e-05,6.53214956400916e-05,0.00015829733456484973,-8.132104994729161e-05,-1.8173956050304696e-05,-8.82367166923359e-05,5.178197170607746e-06,-2.1904907043790445e-05,4.2941001083818264e-06,2.2014188289176673e-05,-5.9964004321955144e-05,5.064775177743286e-05,0.00010453222785145044,-2.894720819313079e-05,3.9407488657161593e-05,-4.388061643112451e-05,4.0801696741255e-05,5.0
-8.168874774128199e-05,7.605021528434008e-05,9.310614404967055e-05,9.039673022925854e-05,-5.8696692576631904e-05,0.00017509504687041044,-8.692513802088797e-05,2.9783046556985937e-05,3.4479489841032773e-06,-4.910828283755109e-05,-7.906694372650236e-05,6.215404573595151e-05,5.085605152999051e-05,-4.418852040544152e-05,6.658116762991995e-05,0.00013577811478171498,5.381501978263259e-06,2.885984577005729e-05,-1.5284025721484795e-05,-8.724418876226991e-07,4.0
-2.0608957129297778e-05,1.7509662939119153e-05,-4.441074270289391e-05,-1.0704337910283357e-05,-8.950997653300874e-06,6.960085011087358e-05,5.414314364315942e-05,-4.728374915430322e-05,4.025229281978682e-05,-1.8089696823153645e-05,-5.128732300363481e-05,-1.7271657270612195e-05,8.218408765969798e-06,-0.00012546467769425362,-2.3563410650240257e-05,3.400715286261402e-05,2.8448608645703644e-05,2.4459648557240143e-05,-5.979506386211142e-05,1.782133404049091e-05,0.0
9.592880087438971e-05,-3.057494177483022e-05,-0.00013533138553611934,-5.612290260614827e-05,-7.499678031308576e-05,-3.2081308745546266e-05,0.00013712476356886327,-4.311695374781266e-05,-4.741973680211231e-05,9.25675849430263e-05,-9.229575516656041e-05,-6.1401788116199896e-06,-7.046706014079973e-05,-6.010958895785734e-05,2.3001484805718064e-07,8.533825166523457e-07,-9.84466023510322e-05,-2.6870447982219048e-05,9.624399535823613e-05,3.9046888559823856e-05,9.0
1.061404327629134e-05,-6.588345422642305e-05,-3.177038888679817e-05,8.301989873871207e-05,-2.558544474595692e-05,7.097729394445196e-05,5.8053890825249255e-05,-2.27658347284887e-05,8.941842679632828e-06,7.467111572623253e-05,8.36692561279051e-06,5.920720286667347e-05,4.258291664882563e-05,-8.251506369560957e-05,-4.432943751453422e-05,3.753001510631293e-05,-7.830872164049651e-07,2.0013165340060368e-05,6.023543028277345e-05,-1.8407787138130516e-05,10.0
8.466942381346598e-05,-7.959005597513169e-05,-9.601065539754927e-05,-5.25706636835821e-05,-1.4379997082869522e-05,-1.0865205695154145e-05,6.179115734994411e-05,-1.7272714103455655e-05,-5.0791873945854604e-05,6.214127643033862e-05,-3.446756090852432e-05,-9.238830534741282e-05,-4.676101525546983e-06,-0.00010438903700560331,3.009531064890325e-05,1.4554898370988667e-06,-2.550957287894562e-05,1.591845830262173e-05,5.189706644159742e-05,3.0306726330309175e-05,9.0
-5.035717549617402e-05,1.2513692126958631e-05,-7.392489351332188e-05,-3.232556628063321e-05,7.82175084168557e-06,5.760128260590136e-05,0.00010035773448180407,-3.301496326457709e-05,9.973609849112108e-05,-2.4979841327876784e-05,-6.49818975944072e-05,-3.4170378057751805e-05,4.907064067083411e-05,-0.0001221957354573533,-2.398686410742812e-05,2.353143281652592e-05,3.174292214680463e-05,4.483514203457162e-05,-9.238619531970471e-05,1.4736055163666606e-05,0.0
7.47968879295513e-05,-5.724620132241398e-05,-0.00011481931142043322,-3.5556688089855015e-05,-4.9914066039491445e-05,-1.2539057934191078e-05,9.077166032511741e-05,-3.700327215483412e-05,-5.130055797053501e-05,7.313287642318755e-05,-6.035540718585253e-05,-9.429149940842763e-07,-3.196613397449255e-05,-5.859326847712509e-05,3.829052729997784e-06,6.155929440865293e-06,-8.416487253271043e-05,1.8563232515589334e-06,7.28698360035196e-05,1.9468301616143435e-05,9.0
-8.777638140600175e-05,-7.859038305468857e-06,-3.9043687138473615e-05,6.224709068192169e-06,-4.2937092075590044e-05,6.83130492689088e-05,-4.1483468521619216e-05,4.685686872107908e-05,2.9077607905492187e-05,-7.53021813579835e-05,-0.00010481053323019296,-1.2337095540715382e-05,4.534580511972308e-05,-9.869459609035403e-05,7.776660640956834e-05,0.00012304568372201174,-3.527983062667772e-05,1.566561149957124e-05,-7.85760857979767e-06,1.7148067854577675e-05,11.0
-5.50551267224364e-05,1.0730032954597846e-05,-6.682483945041895e-05,-5.64517431485001e-05,-1.8930686564999633e-06,5.727253301301971e-05,0.00014206084597390145,-3.5018438211409375e-05,0.00011389683641027659,-3.3390329917892814e-05,-6.71820598654449e-05,-1.97968020074768e-05,5.6339908041991293e-05,-0.00014056157669983804,-3.92841175198555e-05,-2.832657628459856e-06,2.6276644348399714e-05,4.246684693498537e-05,-9.654338646214455e-05,1.5468685887753963e-05,0.0
-2.9008575438638218e-05,-3.078506051679142e-05,-4.639042526832782e-05,0.00016062954091466963,4.606637958204374e-05,1.4411489246413112e-06,-0.0001507908891653642,-2.0910381863359362e-05,-5.238827725406736e-05,3.0185132345650345e-05,-0.00014013139298185706,9.216887519869488e-06,-3.681019734358415e-05,1.7982682038564235e-05,-3.033849861822091e-05,1.4048941011424176e-05,-7.37264272174798e-05,0.00010382922482676804,-6.38693236396648e-05,-8.152161899488419e-05,1.0
-5.4435895435744897e-05,5.316191163728945e-06,-7.253477087942883e-05,-4.8154961405089125e-05,8.998035809781868e-06,4.8062920541269705e-05,0.0001337515568593517,-3.431450386415236e-05,0.00011231526150368154,-3.936687789973803e-05,-6.392725481418893e-05,-3.652324448921718e-05,5.4264684877125546e-05,-0.00014197692507877946,-2.954582669190131e-05,7.5614261731971055e-06,2.5183933757944033e-05,5.419754597824067e-05,-8.975457603810355e-05,3.449476935202256e-06,0.0
